prices
45.71736
46.237377
45.6092
45.15317
45.23586
44.58914
44.175716
43.56592
42.725117
42.02776
41.3957
41.153904
43.677
43.26114
42.603947
42.320038
42.166267
41.782913
41.14346
40.71512
40.477444
39.907166
39.49091
39.43684
41.264153
41.015926
40.61237
40.242588
39.98789
39.87226
39.511566
39.33121
39.202713
38.99595
38.77983
38.914257
39.626717
39.408688
39.42588
39.434837
39.559387
39.676907
39.693985
39.707767
39.71886
39.56365
39.641384
40.1745
38.6124
38.793423
39.087112
39.41833
40.085987
40.569687
41.101933
41.435932
42.13153
42.633484
43.011555
43.90201
39.72248
39.88573
40.394543
41.28082
42.8895
43.90105
44.888783
45.521393
46.52692
47.303738
47.944607
48.994335
45.842087
46.293797
46.80748
47.50313
49.19552
49.818405
50.05649
49.62245
48.906277
49.046806
50.153473
49.89633
53.717926
51.70887
48.905975
47.443848
45.989998
40.875355
38.73165
34.076534
30.236488
27.06669
24.40455
23.090216
30.871494
30.52953
29.005371
27.684113
26.914558
24.277086
21.980288
20.624596
19.59655
18.296553
17.136505
17.00655
22.749538
22.731878
23.099485
22.648354
22.078173
21.161535
20.02615
18.681517
17.784643
16.599174
16.059729
15.42198
18.951757
18.55351
18.158056
17.523895
16.403084
16.195654
16.458809
15.379613
14.72633
14.319674
13.860767
13.733881
15.116802
14.801817
14.507449
14.600212
14.509225
14.449461
14.393055
14.161134
13.939578
13.735583
13.158499
13.2048645
13.489517
13.459202
13.316761
13.503939
13.264303
13.1377735
13.515353
13.312077
13.257083
13.408256
13.380025
13.415114
13.155222
13.077442
12.978545
13.321847
12.952407
12.95148
13.799176
13.93023
14.178198
14.14058
14.246682
14.2739315
12.769399
12.378035
12.919661
13.068044
13.072297
13.698032
14.352137
15.038695
15.793303
16.827658
17.117022
18.02059
13.904491
13.919697
14.58801
15.844171
17.37024
19.289656
20.65356
22.361753
24.62169
26.802929
27.675747
28.32113
20.546213
19.964808
20.83764
22.404512
24.425877
26.797659
29.118292
31.205952
33.474876
36.414925
37.629524
38.60992
30.17592
30.158812
31.038315
32.376656
34.735905
37.13194
39.738056
42.61
45.029716
47.447166
49.408283
50.09502
41.092365
40.842735
41.33179
42.93656
45.16856
48.512367
50.32994
52.159107
53.596157
55.255688
54.353027
55.98106
49.67857
49.893528
50.13605
53.410934
57.543674
57.836178
57.227154
55.944283
54.866543
56.795567
55.434265
54.49826
53.4373
52.900646
51.854225
51.427357
51.61637
51.226353
50.868565
50.605934
50.17136
50.064877
49.66748
49.586506
53.931885
52.969673
52.084442
52.584145
52.838135
51.55572
51.340275
51.935997
50.20073
48.71202
47.93955
47.275173
52.619675
52.12392
50.522034
49.60782
49.347244
48.053673
47.093723
46.37
45.364834
44.192944
43.708958
43.531303
47.1032
46.76125
45.576733
44.975437
45.067635
44.326717
43.597794
43.102745
42.556488
41.98854
41.5593
41.864685
